tree,real_lambda_1,est_lambda_1,abs_diff_lambda_1,rel_diff_lambda_1,real_psi_1,est_psi_1,abs_diff_psi_1,rel_diff_psi_1,real_rho_1,est_rho_1,abs_diff_rho_1,rel_diff_rho_1,real_R0_1,est_R0_1,abs_diff_R0_1,rel_diff_R0_1,real_infectious_time_1,est_infectious_time_1,abs_diff_infectious_time_1,rel_diff_infectious_time_1,real_lambda_2,est_lambda_2,real_psi_2,est_psi_2,real_rho_2,est_rho_2,real_R0_2,est_R0_2,real_infectious_time_2,est_infectious_time_2,real_t_1,est_t_1,abs_diff_lambda_2,rel_diff_lambda_2,abs_diff_psi_2,rel_diff_psi_2,abs_diff_rho_2,rel_diff_rho_2,abs_diff_R0_2,rel_diff_R0_2,abs_diff_infectious_time_2,rel_diff_infectious_time_2,abs_diff_t_1,rel_diff_t_1
33,0.642631,0.4395810652397841,-0.20304993476021588,-31.59666041012897,0.0886136,0.27307719135408454,0.18446359135408452,100.0,0.285671,0.285670672470694,-3.275293060100992e-07,-3.275293060100992e-05,7.25205,1.6097318969045749,-5.642318103095425,-77.80307779311264,11.285,3.661968233382603,-7.623031766617397,-67.55012642106688,0.09305,0.16738772916206193,0.0497569,0.1,0.111136,0.11113601221139216,1.87009,1.6738772916206193,20.0977,10.0,13.4639,13.4639,0.07433772916206194,79.89009044821273,0.050243100000000006,100.0,1.2211392161343149e-08,1.2211392161343149e-06,-0.19621270837938076,-10.492153232164268,-10.0977,-50.24306263900844,0.0,0.0
34,0.694459,0.49727873783951804,-0.197180262160482,-28.393362626228765,0.204057,0.27692304746514923,0.07286604746514924,35.70867329478981,0.366233,0.36623348497320485,4.849732048728406e-07,4.849732048728406e-05,3.40325,1.795728966553788,-1.6075210334462118,-47.23487940780759,4.90058,3.611111495246166,-1.2894685047538337,-26.31256922147651,0.495455,0.6778177647334545,0.0511738,0.43493745082588614,0.529376,0.5293759618802927,9.6818,1.5584258459380127,19.5412,2.299181176744238,14.2067,14.2067,0.18236276473345447,36.807129756174525,0.38376365082588615,100.0,-3.811970727962688e-08,-3.811970727962688e-06,-8.123374154061988,-83.90355258383758,-17.242018823255762,-88.23418635117476,0.0,0.0
35,0.611388,0.1255785079899716,-0.48580949201002843,-79.46009604539644,0.0620088,0.1,0.0379912,61.26743300950833,0.210286,0.21028556376199464,-4.3623800535796953e-07,-4.362380053579695e-05,9.8597,1.255785079899716,-8.603914920100284,-87.26345548140696,16.1267,10.0,-6.1267,-37.9910335034446,0.529816,0.5087046895331482,0.073021,0.1,0.471563,0.471562573678745,7.25566,5.087046895331482,13.6947,10.0,14.2557,14.2557,-0.021111310466851774,-3.9846494758277924,0.026979000000000003,36.946905684666056,-4.2632125502040097e-07,-4.26321255020401e-05,-2.168613104668518,-29.8885711936408,-3.694699999999999,-26.97905028952806,0.0,0.0
36,1.83479,0.9322639294183306,-0.9025260705816693,-49.1896113768698,0.203017,0.49061884251596743,0.28760184251596743,100.0,0.419795,0.41979496103030184,-3.896969813510509e-08,-3.896969813510509e-06,9.03763,1.9001796275037879,-7.137450372496212,-78.97480171788635,4.9257,2.038242141031211,-2.887457858968789,-58.620254156135964,0.562604,1.4167664577650623,0.0729286,0.5569624701571227,0.271615,0.27161457733047295,7.71444,2.5437377447808704,13.712,1.7954531114419496,5.34911,5.34911,0.8541624577650623,100.0,0.48403387015712274,100.0,-4.2266952704483884e-07,-4.2266952704483884e-05,-5.17070225521913,-67.02628130128862,-11.91654688855805,-86.9059720577454,0.0,0.0
37,0.409773,0.3824262137600036,-0.027346786239996423,-6.67364278271053,0.0484529,0.1,0.051547100000000005,100.0,0.264072,0.26407195296261754,-4.703738243350131e-08,-4.703738243350131e-06,8.45713,3.8242621376000354,-4.632867862399964,-54.78061543809737,20.6386,10.0,-10.6386,-51.5471010630566,0.392936,0.6939108396523848,0.0488621,0.7587675940625647,0.601662,0.6016620905059861,8.04174,0.9145235577827905,20.4658,1.317926606018897,24.3998,24.3998,0.30097483965238475,76.5964023791113,0.7099054940625646,100.0,9.050598603899118e-08,9.050598603899118e-06,-7.12721644221721,-88.62779003321681,-19.147873393981104,-93.56034649992232,0.0,0.0
38,0.262302,0.22157175558903144,-0.040730244410968536,-15.527996130783805,0.0986242,0.14016324387726584,0.04153904387726584,42.11851034255877,0.672619,0.6726191621379025,1.6213790254848703e-07,1.6213790254848703e-05,2.65961,1.580812126344986,-1.078797873655014,-40.5622581376598,10.1395,7.134538073873715,-3.0049619261262848,-29.636194350079244,0.371089,0.33818514840636693,0.0516986,0.1,0.524149,0.5241492916415977,7.17794,3.3818514840636693,19.3429,10.0,37.1649,37.1649,-0.03290385159363307,-8.866835609148499,0.04830140000000001,93.4288355970955,2.916415977605169e-07,2.916415977605169e-05,-3.796088515936331,-52.88548686581848,-9.3429,-48.30144394067074,0.0,0.0
39,2.13625,1.257938038884256,-0.8783119611157439,-41.114661725722364,0.333653,0.7474964660333401,0.4138434660333401,100.0,0.54035,0.5403502949311733,2.949311732614035e-07,2.949311732614035e-05,6.40261,1.6828682088085605,-4.719741791191439,-73.7159032205841,2.99712,1.3377989668721693,-1.6593210331278305,-55.363850400645646,0.778833,1.3052487134109518,0.141097,0.32500487657918964,0.128883,0.1288830706654292,5.51983,4.0160896265595545,7.0873,3.076876908818761,4.32078,4.32078,0.5264157134109518,67.59031954359303,0.18390787657918964,100.0,7.066542920264318e-08,7.066542920264318e-06,-1.5037403734404453,-27.242512422310927,-4.010423091181239,-56.586049570093536,0.0,0.0
40,0.768412,0.8487189273188691,0.08030692731886913,10.451024622060707,0.0779422,0.1,0.022057800000000002,28.300201944517863,0.528706,0.528705911228847,-8.877115298400184e-08,-8.877115298400184e-06,9.85873,8.48718927318869,-1.3715407268113093,-13.911941262325971,12.83,10.0,-2.83,-22.0576773187841,1.5153,1.703415734354031,0.18685,0.9425250591992235,0.640172,0.6401719787068612,8.10972,1.8072895969485057,5.35189,1.0609797482197532,11.5335,11.5335,0.18811573435403095,12.414421854024347,0.7556750591992235,100.0,-2.129313880772088e-08,-2.129313880772088e-06,-6.302430403051494,-77.71452532333414,-4.290910251780247,-80.17560622098449,0.0,0.0
41,0.445035,0.4205839011374032,-0.024451098862596832,-5.494196830046363,0.0561824,0.1,0.043817600000000005,77.99168422851285,0.38319,0.38319009134198356,9.134198358795587e-08,9.134198358795587e-06,7.92124,4.205839011374032,-3.7154009886259685,-46.90428504408361,17.7992,10.0,-7.799199999999999,-43.81769967189536,,,,,,,,,,,20.3379,,,,,,,,,,,,,
42,0.277452,0.27081638515425405,-0.00663561484574593,-2.391626243727178,0.181589,0.21611754448925705,0.034528544489257046,19.014667457421456,0.393727,0.3937265288831445,-4.711168554716316e-07,-4.711168554716316e-05,1.52791,1.2530976408891967,-0.2748123591108034,-17.986161430372427,5.50693,4.62711161355856,-0.87981838644144,-15.976567460298932,0.0779846,0.09309655013326598,0.0697737,0.1,0.561935,0.5619348789663074,1.11768,0.9309655013326598,14.332,10.0,75.4456,75.4456,0.01511195013326598,19.378120979354875,0.03022630000000001,43.32047748650281,-1.2103369251281748e-07,-1.2103369251281748e-05,-0.18671449866734025,-16.70554171742719,-4.332000000000001,-30.226067541166625,0.0,0.0
43,0.74024,0.508609245368874,-0.23163075463112603,-31.29130479724495,0.145813,0.13219061448535754,-0.013622385514642454,-9.342366945774694,0.522349,0.5223486658965921,-3.341034078285787e-07,-3.341034078285787e-05,5.07664,3.8475443006977734,-1.2290956993022268,-24.21081067994238,6.8581,7.564833584390121,0.706733584390121,10.305093019788586,0.416246,0.6201614956413647,0.0786665,0.44301109377429454,0.560277,0.5602772365046078,5.29128,1.3998780264345363,12.7119,2.257279815456451,14.4225,14.4225,0.20391549564136469,48.989178428468904,0.3643445937742945,100.0,2.365046077867916e-07,2.365046077867916e-05,-3.891401973565464,-73.54367891257813,-10.454620184543549,-82.2427818386201,0.0,0.0
44,0.616769,0.389037830692265,-0.22773116930773502,-36.92325154275507,0.122456,0.10478500150587086,-0.017670998494129134,-14.430488088888364,0.47128,0.47128010768016954,1.0768016955875481e-07,1.0768016955875481e-05,5.03666,3.7127243890001576,-1.3239356109998428,-26.285983389782963,8.1662,9.543350533272381,1.3771505332723812,16.864031413293592,0.11763,0.1559927228265447,0.0651835,0.22822518503780245,0.670546,0.6705463268673156,1.80461,0.683503544101439,15.3413,4.381637372029574,14.8425,14.8425,0.038362722826544696,32.6130432938406,0.16304168503780245,100.0,3.2686731565867433e-07,3.268673156586743e-05,-1.121106455898561,-62.12458403192718,-10.959662627970427,-71.43894342702657,0.0,0.0
45,3.32731,2.0871629147926516,-1.2401470852073486,-37.27176263129521,0.498048,1.3479909323756496,0.8499429323756496,100.0,0.32206,0.3220596451761021,-3.5482389793006774e-07,-3.5482389793006774e-05,6.68071,1.5483508565701645,-5.132359143429836,-76.82355832583416,2.00784,0.7418447527963982,-1.2659952472036018,-63.05259618314217,0.0780794,0.17359037371905095,0.0494981,0.1,0.0999281,0.09992809042024955,1.57742,1.7359037371905095,20.2028,10.0,2.83949,2.83949,0.09551097371905096,100.0,0.0505019,100.0,-9.579750451238489e-09,-9.57975045123849e-07,0.15848373719050945,10.047022174849403,-10.2028,-50.501910626249824,0.0,0.0
46,0.883921,0.4571884679014388,-0.42673253209856116,-48.27722523829179,0.0942118,0.3176760026426554,0.22346420264265537,100.0,0.260433,0.2604331034983987,1.0349839868473154e-07,1.0349839868473154e-05,9.38227,1.439165892601957,-7.943104107398043,-84.66079218992891,10.6144,3.1478613168174094,-7.46653868318259,-70.34348322262765,0.148536,0.8830723217046473,0.0914289,0.38026633922758196,0.0693231,0.06932306606656045,1.62461,2.32224688490281,10.9375,2.6297357847430183,11.778,11.778,0.7345363217046473,100.0,0.288837439227582,100.0,-3.393343954438688e-08,-3.393343954438688e-06,0.6976368849028098,42.941806642997996,-8.30776421525698,-75.95670139663525,0.0,0.0
47,1.75113,1.5271067514599068,-0.22402324854009326,-12.793067821354967,0.372661,0.5172936679093064,0.1446326679093064,38.8107872595486,0.730533,0.7305325696539328,-4.3034606722613944e-07,-4.3034606722613944e-05,4.699,2.9521079537506423,-1.7468920462493576,-37.17582562777948,2.6834,1.9331379099257082,-0.7502620900742916,-27.95938324790533,0.759216,0.7742031614345996,0.0932359,0.1,0.128,0.12799990528993963,8.14296,7.742031614345995,10.7255,10.0,6.2084,6.2084,0.01498716143459955,1.974031294730294,0.006764100000000009,7.254823517550653,-9.471006037764518e-08,-9.471006037764518e-06,-0.4009283856540051,-4.9236197359928715,-0.7255000000000003,-6.764253414759221,0.0,0.0
48,0.754378,0.7096218506144838,-0.0447561493855162,-5.9328545351953785,0.0802588,0.1,0.0197412,24.59692893489561,0.670233,0.6702331418709052,1.4187090524586665e-07,1.4187090524586665e-05,9.39932,7.0962185061448375,-2.303101493855162,-24.502852268623286,12.4597,10.0,-2.4596999999999998,-19.741245776383057,,,,,,,,,,,12.6069,,,,,,,,,,,,,
49,0.340821,0.2769128920943592,-0.06390810790564078,-18.75122363517529,0.0527071,0.1,0.047292900000000006,89.72775963769588,0.358419,0.3584188578624901,-1.4213750987313034e-07,-1.4213750987313034e-05,6.46632,2.769128920943592,-3.6971910790564078,-57.17612303530305,18.9728,10.0,-8.9728,-47.29296677348625,0.235452,0.517459076132939,0.0987773,0.25636758127384673,0.37188,0.37187980508710755,2.38366,2.0184263297323835,10.1238,3.900649196872595,31.4011,31.4011,0.28200707613293896,100.0,0.15759028127384672,100.0,-1.9491289243722676e-07,-1.9491289243722676e-05,-0.36523367026761644,-15.322389529866525,-6.223150803127404,-61.47050320163777,0.0,0.0
50,0.628362,0.6048908136346728,-0.02347118636532719,-3.7352969093177486,0.065568,0.1,0.034432000000000004,52.51342118106393,0.329838,0.3298384558323944,4.558323943859577e-07,4.558323943859577e-05,9.58336,6.048908136346728,-3.534451863653273,-36.88113421235634,15.2513,10.0,-5.2513000000000005,-34.43181892691115,,,,,,,,,,,18.6727,,,,,,,,,,,,,
51,0.869392,1.1023536692130427,0.23296166921304262,26.795929708697873,0.0910431,0.1,0.008956900000000004,9.838087674958349,0.179098,0.17909752173499904,-4.782650009638179e-07,-4.7826500096381785e-05,9.54923,11.023536692130426,1.4743066921304262,15.43901123054347,10.9838,10.0,-0.9838000000000005,-8.956827327518713,1.47207,2.31637035594051,0.166202,0.8890572521914293,0.373314,0.37331423738552794,8.8571,2.6054231605792646,6.01677,1.1247869555476984,11.6344,11.6344,0.84430035594051,57.35463367506368,0.7228552521914293,100.0,2.373855279569348e-07,2.373855279569348e-05,-6.251676839420736,-70.5837897214747,-4.891983044452302,-81.30580102700124,0.0,0.0
52,0.855712,0.534885605752245,-0.32082639424775505,-37.492333197121816,0.086801,0.21925614021597364,0.13245514021597365,100.0,0.655344,0.6553437855895006,-2.1441049946613333e-07,-2.1441049946613333e-05,9.85832,2.439546756708237,-7.4187732432917635,-75.25393011478388,11.5206,4.560875690938329,-6.959724309061671,-60.411127103290376,0.536206,1.7704102434085258,0.0818015,1.4277431428810399,0.443305,0.44330488201683804,6.55497,1.240006125917032,12.2247,0.7004060954424212,13.0058,13.0058,1.2342042434085259,100.0,1.3459416428810398,100.0,-1.1798316196243164e-07,-1.1798316196243164e-05,-5.314963874082968,-81.0829626082647,-11.52429390455758,-94.27056618614428,0.0,0.0
53,0.447457,0.42281082556944616,-0.024646174430553835,-5.508054277964996,0.062961,0.1,0.037039,58.82848112323502,0.389098,0.38909828099791843,2.80997918433723e-07,2.80997918433723e-05,7.1069,4.228108255694461,-2.8787917443055395,-40.50699664137021,15.8829,10.0,-5.882899999999999,-37.03920568661894,,,,,,,,,,,26.749,,,,,,,,,,,,,
54,0.0697263,0.10283497627611222,0.03310867627611222,47.483770508563076,0.0487933,0.1,0.05120670000000001,100.0,0.251759,0.2517594103629214,4.1036292136586994e-07,4.1036292136586994e-05,1.42901,1.0283497627611222,-0.40066023723887767,-28.037609060739793,20.4946,10.0,-10.494599999999998,-51.20665931513667,0.630458,0.7537904319270714,0.0856335,0.12281655195152963,0.525478,0.5254782527668264,7.36228,6.137531301355536,11.6777,8.142225002332395,287.338,287.338,0.12333243192707144,19.562354974807434,0.03718305195152963,43.42115171227338,2.527668263585525e-07,2.5276682635855252e-05,-1.224748698644464,-16.635453944219236,-3.5354749976676043,-30.275439492944713,0.0,0.0
55,0.70739,1.0575521282749347,0.35016212827493476,49.50057652425603,0.0757129,0.1,0.024287100000000006,32.07788897268498,0.0982481,0.09824805368094527,-4.631905473062581e-08,-4.631905473062581e-06,9.34306,10.575521282749346,1.2324612827493464,13.191195205311177,13.2078,10.0,-3.2078000000000007,-24.2871636457245,1.94814,4.507734014369757,0.281422,2.2221914485382106,0.342725,0.3427248904320652,6.9225,2.0285083975707896,3.55339,0.4500062317573107,13.8399,13.8399,2.559594014369757,100.0,1.9407694485382105,100.0,-1.0956793478067439e-07,-1.095679347806744e-05,-4.89399160242921,-70.69688121963466,-3.103383768242689,-87.33586147995827,0.0,0.0
56,1.24539,0.6874845933749989,-0.5579054066250011,-44.79764624936776,0.15682,0.2003619486734326,0.04354194867343261,27.765558393975653,0.35855,0.35854991805725805,-8.194274192518947e-08,-8.194274192518947e-06,7.94151,3.4312133512712104,-4.51029664872879,-56.79394282357877,6.37672,4.990967629436901,-1.3857523705630985,-21.73142886253589,0.504619,1.0813665233152883,0.0578031,0.3664702818909093,0.337141,0.3371405624029474,8.72996,2.9507618400478894,17.3001,2.7287342232505485,8.49978,8.49978,0.5767475233152882,100.0,0.3086671818909093,100.0,-4.375970526493411e-07,-4.375970526493411e-05,-5.779198159952111,-66.19959495750393,-14.571365776749452,-84.22706098085821,0.0,0.0
57,0.405006,0.3944608011559602,-0.01054519884403976,-2.6037142274533616,0.0593004,0.1,0.0406996,68.63292659071439,0.316419,0.31641922441847486,2.2441847485898947e-07,2.2441847485898947e-05,6.82974,3.944608011559602,-2.8851319884403983,-42.243657715233645,16.8633,10.0,-6.863299999999999,-40.699625814638885,0.593891,1.1009608612571347,0.110675,1.650033339054856,0.59139,0.5913901407623505,5.3661,0.6672355250032513,9.0355,0.6060483605578557,25.3173,25.3173,0.5070698612571347,85.38096405857888,1.539358339054856,100.0,1.407623505533806e-07,1.407623505533806e-05,-4.698864474996749,-87.56572697111028,-8.429451639442146,-93.29258634765254,0.0,0.0
58,0.323118,0.31086339391166884,-0.012254606088331177,-3.792610157382497,0.0695149,0.1,0.0304851,43.854051433577546,0.60344,0.6034402790222463,2.7902224630782513e-07,2.7902224630782513e-05,4.64818,3.108633939116688,-1.5395460608833118,-33.12148111483014,14.3854,10.0,-4.385400000000001,-30.485075145633772,,,,,,,,,,,34.1519,,,,,,,,,,,,,
59,1.39714,0.760495237511127,-0.636644762488873,-45.56771422254556,0.166917,0.6848382330479661,0.5179212330479661,100.0,0.682115,0.682115189931927,1.8993192696381556e-07,1.8993192696381556e-05,8.37023,1.1104742708748008,-7.259755729125199,-86.73304949953824,5.99099,1.4601988495142326,-4.530791150485768,-75.62675201403721,0.592404,9.347002852397264,0.0673369,4.698842952564954,0.328429,0.32842867329546904,8.7976,1.989213716388419,14.8507,0.21281834913297767,7.31783,7.31783,8.754598852397264,100.0,4.631506052564954,100.0,-3.267045309840455e-07,-3.267045309840455e-05,-6.80838628361158,-77.3891320770617,-14.637881650867023,-98.56694735512146,0.0,0.0
60,0.766054,0.7669902229676103,0.0009362229676103118,0.122213703943888,0.0778852,0.1,0.022114800000000004,28.394097980104053,0.362818,0.362817831694602,-1.6830539795176236e-07,-1.6830539795176236e-05,9.83568,7.669902229676103,-2.1657777703238974,-22.019603833429894,12.8394,10.0,-2.8393999999999995,-22.114740564200815,,,,,,,,,,,11.8587,,,,,,,,,,,,,
61,0.342353,0.30409822766603706,-0.03825477233396296,-11.17407247313824,0.0479517,0.1,0.052048300000000006,100.0,0.445441,0.44544126618636987,2.661863698905087e-07,2.661863698905087e-05,7.13954,3.0409822766603702,-4.0985577233396295,-57.40646769035022,20.8543,10.0,-10.854299999999999,-52.04825863251224,,,,,,,,,,,29.6596,,,,,,,,,,,,,
62,0.535578,0.503786135552074,-0.03179186444792603,-5.935991479845333,0.104045,0.1177092501356718,0.013664250135671796,13.13301949701744,0.745885,0.7458848197388257,-1.802611743206839e-07,-1.802611743206839e-05,5.14757,4.279919674718933,-0.8676503252810672,-16.855532324593298,9.61123,8.495509051730421,-1.1157209482695798,-11.608513668589552,,,,,,,,,,,18.4633,,,,,,,,,,,,,
63,0.176599,0.19853184052439102,0.021932840524391012,12.419572321695487,0.0511881,0.1,0.048811900000000005,95.35790545068093,0.0662228,0.06622284007984791,4.00798479127662e-08,4.00798479127662e-06,3.44999,1.9853184052439101,-1.46467159475609,-42.45437217951617,19.5358,10.0,-9.535799999999998,-48.811924774004645,,,,,,,,,,,73.9677,,,,,,,,,,,,,
64,0.638663,0.6239795392581932,-0.01468346074180682,-2.299093691321843,0.0860047,0.1,0.013995300000000002,16.272715328348337,0.0966334,0.09663344638922185,4.6389221852738416e-08,4.638922185273842e-06,7.42591,6.239795392581931,-1.1861146074180686,-15.972649916549871,11.6273,10.0,-1.6273,-13.995510565651525,,,,,,,,,,,20.1297,,,,,,,,,,,,,
65,0.38302,0.24740494902894772,-0.1356150509710523,-35.406780578312436,0.126656,0.12328353930169653,-0.0033724606983034644,-2.6626931991405574,0.594794,0.5947939586040988,-4.139590126239767e-08,-4.139590126239767e-06,3.02411,2.006796287892938,-1.017313712107062,-33.640102777579585,7.89542,8.11138296048448,0.2159629604844806,2.7352941386839533,0.444719,0.4035599096885939,0.0522872,0.1,0.616503,0.6165026553650416,8.5053,4.035599096885939,19.1251,10.0,34.2735,34.2735,-0.04115909031140608,-9.255077995634565,0.04771280000000001,91.2513961351918,-3.446349584601549e-07,-3.446349584601549e-05,-4.469700903114061,-52.5519488214885,-9.1251,-47.71269169834406,0.0,0.0
